,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,Unnamed: 62,Unnamed: 63,Unnamed: 64,full_name,passed_similar_replicates
SRX3211318,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069391,SRP118803,PRJNA412032,412032,SRS2536080,SAMN07693209,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520067,GSE104203,GSM2792401,29239721.0,7693209,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_0.5h,wt_clearday_dawn_12h,0.5 hr since dawn,2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_0.5h,True
SRX3211323,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069396,SRP118803,PRJNA412032,412032,SRS2536085,SAMN07693203,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520072,GSE104203,GSM2792406,29239721.0,7693203,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_6h,wt_clearday_dawn_12h,6hr since dawn,1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_6h,True
SRX3211324,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069397,SRP118803,PRJNA412032,412032,SRS2536086,SAMN07693193,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520073,GSE104203,GSM2792407,29239721.0,7693193,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_6h,wt_clearday_dawn_12h,6hr since dawn,2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_6h,True
SRX3211325,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069398,SRP118803,PRJNA412032,412032,SRS2536087,SAMN07693192,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520074,GSE104203,GSM2792408,29239721.0,7693192,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_8h,wt_clearday_dawn_12h,8hr since dawn,1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_8h,True
SRX3211326,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069399,SRP118803,PRJNA412032,412032,SRS2536088,SAMN07693191,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520075,GSE104203,GSM2792409,29239721.0,7693191,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_8h,wt_clearday_dawn_12h,8hr since dawn,2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_8h,True
SRX3211327,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069400,SRP118803,PRJNA412032,412032,SRS2536089,SAMN07693190,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520076,GSE104203,GSM2792410,29239721.0,7693190,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_9h,wt_clearday_dawn_12h,9hr since dawn,1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_9h,True
SRX3211328,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069401,SRP118803,PRJNA412032,412032,SRS2536090,SAMN07693189,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520077,GSE104203,GSM2792411,29239721.0,7693189,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_9h,wt_clearday_dawn_12h,9hr since dawn,2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_9h,True
SRX3211329,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069402,SRP118803,PRJNA412032,412032,SRS2536091,SAMN07693188,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520078,GSE104203,GSM2792412,29239721.0,7693188,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_10h,wt_clearday_dawn_12h,10hr since dawn,1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_10h,True
SRX3211330,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069403,SRP118803,PRJNA412032,412032,SRS2536092,SAMN07693187,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520079,GSE104203,GSM2792413,29239721.0,7693187,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_10h,wt_clearday_dawn_12h,10hr since dawn,2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_10h,True
SRX3211331,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069404,SRP118803,PRJNA412032,412032,SRS2536093,SAMN07693186,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520080,GSE104203,GSM2792414,29239721.0,7693186,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_12h,wt_clearday_dawn_12h,12hr since dawn,1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_12h,True
SRX3211332,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069405,SRP118803,PRJNA412032,412032,SRS2536094,SAMN07693185,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520081,GSE104203,GSM2792415,29239721.0,7693185,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_clearday_dawn_12h,wt_clearday_dawn_12h,12hr since dawn,2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,clear day (parabolic intensity),600 µmol photons m-2 s-1,"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_clearday_dawn_12h,True
SRX3211339,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069412,SRP118803,PRJNA412032,412032,SRS2536101,SAMN07693178,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520088,GSE104203,GSM2792422,29239721.0,7693178,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_high_light_dawn_9h,wt_clearday_dawn_12h,"9 hours since Dawn, Time 60 min",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,high light,50 µmol photons m-2 s-1 (x10 of low ligh),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_high_light_dawn_9h,True
SRX3211340,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069413,SRP118803,PRJNA412032,412032,SRS2536102,SAMN07693177,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520089,GSE104203,GSM2792423,29239721.0,7693177,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_high_light_dawn_9h,wt_clearday_dawn_12h,"9 hours since Dawn, Time 60 min",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,high light,50 µmol photons m-2 s-1 (x10 of low ligh),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_high_light_dawn_9h,True
SRX3211341,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069414,SRP118803,PRJNA412032,412032,SRS2536103,SAMN07693176,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520090,GSE104203,GSM2792424,29239721.0,7693176,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_high_light_dawn_9.25h,wt_clearday_dawn_12h,"9.25 hours since Dawn, Time 15 min return",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,high light,50 µmol photons m-2 s-1 (x10 of low ligh),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_high_light_dawn_9.25h,True
SRX3211342,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069415,SRP118803,PRJNA412032,412032,SRS2536104,SAMN07693175,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520091,GSE104203,GSM2792425,29239721.0,7693175,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_high_light_dawn_9.25h,wt_clearday_dawn_12h,"9.25 hours since Dawn, Time 15 min return",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,high light,50 µmol photons m-2 s-1 (x10 of low ligh),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_high_light_dawn_9.25h,True
SRX3211345,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069421,SRP118803,PRJNA412032,412032,SRS2536107,SAMN07693169,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520094,GSE104203,GSM2792431,29239721.0,7693169,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_high_light_dawn_10h,wt_clearday_dawn_12h,"10 hours since Dawn, Time 60 min return",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,high light,50 µmol photons m-2 s-1 (x10 of low ligh),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_high_light_dawn_10h,True
SRX3211346,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069422,SRP118803,PRJNA412032,412032,SRS2536108,SAMN07693168,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520095,GSE104203,GSM2792432,29239721.0,7693168,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_high_light_dawn_10h,wt_clearday_dawn_12h,"10 hours since Dawn, Time 60 min return",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,high light,50 µmol photons m-2 s-1 (x10 of low ligh),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_high_light_dawn_10h,True
SRX3211347,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069423,SRP118803,PRJNA412032,412032,SRS2536110,SAMN07693167,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520096,GSE104203,GSM2792433,29239721.0,7693167,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8h,wt_clearday_dawn_12h,"8 hours since Dawn, Time 0",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_8h,True
SRX3211348,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069424,SRP118803,PRJNA412032,412032,SRS2536109,SAMN07693166,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520097,GSE104203,GSM2792434,29239721.0,7693166,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8h,wt_clearday_dawn_12h,"8 hours since Dawn, Time 0",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_8h,True
SRX3211349,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069425,SRP118803,PRJNA412032,412032,SRS2536111,SAMN07693165,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520098,GSE104203,GSM2792435,29239721.0,7693165,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8.25,wt_clearday_dawn_12h,"8.25 hours since Dawn, Time 15 min",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_8.25,True
SRX3211350,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069426,SRP118803,PRJNA412032,412032,SRS2536113,SAMN07693164,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520099,GSE104203,GSM2792436,29239721.0,7693164,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8.25,wt_clearday_dawn_12h,"8.25 hours since Dawn, Time 15 min",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_8.25,True
SRX3211351,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069427,SRP118803,PRJNA412032,412032,SRS2536112,SAMN07693155,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520100,GSE104203,GSM2792437,29239721.0,7693155,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_0.5h,wt_clearday_dawn_12h,".5 hours since Dawn, Time 30 min",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_0.5h,True
SRX3211352,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069428,SRP118803,PRJNA412032,412032,SRS2536114,SAMN07693202,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520101,GSE104203,GSM2792438,29239721.0,7693202,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_0.5h,wt_clearday_dawn_12h,".5 hours since Dawn, Time 30 min",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_0.5h,True
SRX3211353,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069429,SRP118803,PRJNA412032,412032,SRS2536115,SAMN07693196,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520102,GSE104203,GSM2792439,29239721.0,7693196,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9h,wt_clearday_dawn_12h,"9 hours since Dawn, Time 60 min",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_9h,True
SRX3211354,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069430,SRP118803,PRJNA412032,412032,SRS2536116,SAMN07693201,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520103,GSE104203,GSM2792440,29239721.0,7693201,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9h,wt_clearday_dawn_12h,"9 hours since Dawn, Time 60 min",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_9h,True
