Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	R1	R2
SRX3312469	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202553	SRP120955	PRJNA415380	415380	SRS2618431	SAMN07822179	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640378	GSE105774	GSM2827756		7822179		rel- relAE335Q																
SRX3312470	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202554	SRP120955	PRJNA415380	415380	SRS2618432	SAMN07822177	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640379	GSE105774	GSM2827757		7822177		rel- relAE335Q																
SRX3312471	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202555	SRP120955	PRJNA415380	415380	SRS2618433	SAMN07822176	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640380	GSE105774	GSM2827758		7822176		rel- relAE335Q																
SRX3312472	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202556	SRP120955	PRJNA415380	415380	SRS2618434	SAMN07822175	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640381	GSE105774	GSM2827759		7822175		rel- relAE335Q																
SRX3312473	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202557	SRP120955	PRJNA415380	415380	SRS2618435	SAMN07822174	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640382	GSE105774	GSM2827760		7822174		rel- relAE335Q																
SRX3312474	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202558	SRP120955	PRJNA415380	415380	SRS2618436	SAMN07822173	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640383	GSE105774	GSM2827761		7822173		rel- relAE335Q																
SRX3312475	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202559	SRP120955	PRJNA415380	415380	SRS2618437	SAMN07822190	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640384	GSE105774	GSM2827762		7822190		rel- relAE335Q																
SRX3312476	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202560	SRP120955	PRJNA415380	415380	SRS2618438	SAMN07822172	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640385	GSE105774	GSM2827763		7822172		rel- relAE335Q																
SRX3312477	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202561	SRP120955	PRJNA415380	415380	SRS2618439	SAMN07822178	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640386	GSE105774	GSM2827764		7822178		rel- relA+																
SRX3312478	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202562	SRP120955	PRJNA415380	415380	SRS2618440	SAMN07822171	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640387	GSE105774	GSM2827765		7822171		rel- relA+																
SRX3312479	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202563	SRP120955	PRJNA415380	415380	SRS2618441	SAMN07822170	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640388	GSE105774	GSM2827766		7822170		rel- relA+																
SRX3312480	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202564	SRP120955	PRJNA415380	415380	SRS2618442	SAMN07822169	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640389	GSE105774	GSM2827767		7822169		rel- relA+																
SRX3312481	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202565	SRP120955	PRJNA415380	415380	SRS2618443	SAMN07822168	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640390	GSE105774	GSM2827768		7822168		rel- relA+																
SRX3312482	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202566	SRP120955	PRJNA415380	415380	SRS2618444	SAMN07822167	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640391	GSE105774	GSM2827769		7822167		rel- relA+																
SRX3312483	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202567	SRP120955	PRJNA415380	415380	SRS2618445	SAMN07822166	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640392	GSE105774	GSM2827770		7822166		rel- relA+																
SRX3312484	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202568	SRP120955	PRJNA415380	415380	SRS2618446	SAMN07822165	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640393	GSE105774	GSM2827771		7822165		rel- relA+																
SRX3312485	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202569	SRP120955	PRJNA415380	415380	SRS2618447	SAMN07822164	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640394	GSE105774	GSM2827772		7822164		rel- relA+																
SRX3312486	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202570	SRP120955	PRJNA415380	415380	SRS2618448	SAMN07822163	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640395	GSE105774	GSM2827773		7822163		rel- relAE335Q																
SRX3312487	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202571	SRP120955	PRJNA415380	415380	SRS2618449	SAMN07822162	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640396	GSE105774	GSM2827774		7822162		rel- relAE335Q																
SRX3312488	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202572	SRP120955	PRJNA415380	415380	SRS2618450	SAMN07822161	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640397	GSE105774	GSM2827775		7822161		rel- relAE335Q																
SRX3312489	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202573	SRP120955	PRJNA415380	415380	SRS2618451	SAMN07822160	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640398	GSE105774	GSM2827776		7822160		rel- relAE335Q																
SRX3312490	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202574	SRP120955	PRJNA415380	415380	SRS2618452	SAMN07822159	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640399	GSE105774	GSM2827777		7822159		rel- relAE335Q																
SRX3312491	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202575	SRP120955	PRJNA415380	415380	SRS2618454	SAMN07822158	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640400	GSE105774	GSM2827778		7822158		rel- relAE335Q																
SRX3312492	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202576	SRP120955	PRJNA415380	415380	SRS2618455	SAMN07822157	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640401	GSE105774	GSM2827779		7822157		rel- relAE335Q																
SRX3312493	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202577	SRP120955	PRJNA415380	415380	SRS2618456	SAMN07822156	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640402	GSE105774	GSM2827780		7822156		rel- relAE335Q																
SRX3312494	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202578	SRP120955	PRJNA415380	415380	SRS2618457	SAMN07822155	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640403	GSE105774	GSM2827781		7822155		rel- relAE335Q																
SRX359366	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001850	SRP030395	PRJNA221220	221220	SRS487002	SAMN02362680	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508543	GSE51112	GSM1238982	24315105	2362680	EOC113																	
SRX359367	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001851	SRP030395	PRJNA221220	221220	SRS487001	SAMN02362695	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508544	GSE51112	GSM1238983	24315105	2362695	EOC113																	
SRX359368	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001852	SRP030395	PRJNA221220	221220	SRS487003	SAMN02362687	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508545	GSE51112	GSM1238984	24315105	2362687	EOC113																	
SRX359369	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001853	SRP030395	PRJNA221220	221220	SRS487004	SAMN02362681	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508546	GSE51112	GSM1238985	24315105	2362681	EOC113																	
SRX359370	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001854	SRP030395	PRJNA221220	221220	SRS487005	SAMN02362692	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508547	GSE51112	GSM1238986	24315105	2362692	EOC113																	
SRX359371	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001855	SRP030395	PRJNA221220	221220	SRS487006	SAMN02362691	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508548	GSE51112	GSM1238987	24315105	2362691	EOC113																	
SRX359372	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001856	SRP030395	PRJNA221220	221220	SRS487007	SAMN02362683	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508549	GSE51112	GSM1238988	24315105	2362683	EOC346																	
SRX359373	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001857	SRP030395	PRJNA221220	221220	SRS487008	SAMN02362697	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508550	GSE51112	GSM1238989	24315105	2362697	EOC346																	
SRX359374	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001858	SRP030395	PRJNA221220	221220	SRS487009	SAMN02362688	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508551	GSE51112	GSM1238990	24315105	2362688	EOC346																	
SRX359375	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001859	SRP030395	PRJNA221220	221220	SRS487010	SAMN02362682	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508552	GSE51112	GSM1238991	24315105	2362682	EOC346																	
SRX359376	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001860	SRP030395	PRJNA221220	221220	SRS487011	SAMN02362694	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508553	GSE51112	GSM1238992	24315105	2362694	EOC346																	
SRX359377	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001861	SRP030395	PRJNA221220	221220	SRS487012	SAMN02362686	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508554	GSE51112	GSM1238993	24315105	2362686	EOC346																	
SRX359378	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001862	SRP030395	PRJNA221220	221220	SRS487013	SAMN02362685	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508555	GSE51112	GSM1238994	24315105	2362685	EOC346																	
SRX359379	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001863	SRP030395	PRJNA221220	221220	SRS487014	SAMN02362693	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508556	GSE51112	GSM1238995	24315105	2362693	EOC346																	
SRX359380	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001864	SRP030395	PRJNA221220	221220	SRS487015	SAMN02362689	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508557	GSE51112	GSM1238996	24315105	2362689	EOC346																	
SRX359381	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001865	SRP030395	PRJNA221220	221220	SRS487016	SAMN02362684	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508558	GSE51112	GSM1238997	24315105	2362684	EOC339																	
SRX359382	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001866	SRP030395	PRJNA221220	221220	SRS487017	SAMN02362696	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508559	GSE51112	GSM1238998	24315105	2362696	EOC339																	
SRX359383	2013-12-04 16:41:15	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1001867	SRP030395	PRJNA221220	221220	SRS487018	SAMN02362690	SRA103947	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	508560	GSE51112	GSM1238999	24315105	2362690	EOC339																	
SRX4105497	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188773	SRP148555	PRJNA472248	472248	SRS3321322	SAMN09230269	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591058	GSE114693	GSM3147422		9230269																		
SRX4105498	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188774	SRP148555	PRJNA472248	472248	SRS3321321	SAMN09230268	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591059	GSE114693	GSM3147423		9230268																		
SRX4105499	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188775	SRP148555	PRJNA472248	472248	SRS3321323	SAMN09230267	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591060	GSE114693	GSM3147424		9230267																		
SRX4105500	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188776	SRP148555	PRJNA472248	472248	SRS3321324	SAMN09230266	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591061	GSE114693	GSM3147425		9230266																		
SRX4105501	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188777	SRP148555	PRJNA472248	472248	SRS3321325	SAMN09230265	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591062	GSE114693	GSM3147426		9230265																		
SRX4105502	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188778	SRP148555	PRJNA472248	472248	SRS3321326	SAMN09230240	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591063	GSE114693	GSM3147427		9230240																		
SRX4105503	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188779	SRP148555	PRJNA472248	472248	SRS3321327	SAMN09230239	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591064	GSE114693	GSM3147428		9230239																		
SRX4105504	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188780	SRP148555	PRJNA472248	472248	SRS3321328	SAMN09230238	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591065	GSE114693	GSM3147429		9230238																		
SRX4105505	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188781	SRP148555	PRJNA472248	472248	SRS3321329	SAMN09230237	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591066	GSE114693	GSM3147430		9230237																		
SRX4105506	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188782	SRP148555	PRJNA472248	472248	SRS3321330	SAMN09230236	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591067	GSE114693	GSM3147431		9230236																		
SRX4105507	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188783	SRP148555	PRJNA472248	472248	SRS3321331	SAMN09230235	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591068	GSE114693	GSM3147432		9230235																		
SRX4105508	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188784	SRP148555	PRJNA472248	472248	SRS3321332	SAMN09230234	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591069	GSE114693	GSM3147433		9230234																		
SRX4105509	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188785	SRP148555	PRJNA472248	472248	SRS3321333	SAMN09230233	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591070	GSE114693	GSM3147434		9230233																		
SRX4105510	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188786	SRP148555	PRJNA472248	472248	SRS3321334	SAMN09230274	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591071	GSE114693	GSM3147435		9230274																		
SRX4105511	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188787	SRP148555	PRJNA472248	472248	SRS3321336	SAMN09230273	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591072	GSE114693	GSM3147436		9230273																		
SRX4105512	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188788	SRP148555	PRJNA472248	472248	SRS3321335	SAMN09230272	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591073	GSE114693	GSM3147437		9230272																		
SRX4105513	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188789	SRP148555	PRJNA472248	472248	SRS3321337	SAMN09230271	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591074	GSE114693	GSM3147438		9230271																		
SRX4105514	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188790	SRP148555	PRJNA472248	472248	SRS3321338	SAMN09230337	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591075	GSE114693	GSM3147439		9230337																		
SRX4105515	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188791	SRP148555	PRJNA472248	472248	SRS3321339	SAMN09230336	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591076	GSE114693	GSM3147440		9230336																		
SRX4105516	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188792	SRP148555	PRJNA472248	472248	SRS3321340	SAMN09230335	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591077	GSE114693	GSM3147441		9230335																		
SRX4105517	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188793	SRP148555	PRJNA472248	472248	SRS3321341	SAMN09230334	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591078	GSE114693	GSM3147442		9230334																		
SRX4105518	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188794	SRP148555	PRJNA472248	472248	SRS3321342	SAMN09230333	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591079	GSE114693	GSM3147443		9230333																		
SRX4105519	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188795	SRP148555	PRJNA472248	472248	SRS3321343	SAMN09230332	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591080	GSE114693	GSM3147444		9230332																		
