,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,
SRX3312487,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202571,SRP120955,PRJNA415380,415380,SRS2618449,SAMN07822162,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640396,GSE105774,GSM2827774,,7822162,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_5m,rel- relA+_dusk_0m,5min,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312488,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202572,SRP120955,PRJNA415380,415380,SRS2618450,SAMN07822161,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640397,GSE105774,GSM2827775,,7822161,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_15m,rel- relA+_dusk_0m,15min,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312489,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202573,SRP120955,PRJNA415380,415380,SRS2618451,SAMN07822160,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640398,GSE105774,GSM2827776,,7822160,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_30m,rel- relA+_dusk_0m,30min,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312490,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202574,SRP120955,PRJNA415380,415380,SRS2618452,SAMN07822159,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640399,GSE105774,GSM2827777,,7822159,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_1h,rel- relA+_dusk_0m,1h,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312491,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202575,SRP120955,PRJNA415380,415380,SRS2618454,SAMN07822158,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640400,GSE105774,GSM2827778,,7822158,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_2h,rel- relA+_dusk_0m,2h,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312492,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202576,SRP120955,PRJNA415380,415380,SRS2618455,SAMN07822157,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640401,GSE105774,GSM2827779,,7822157,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_4h,rel- relA+_dusk_0m,4h,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312493,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202577,SRP120955,PRJNA415380,415380,SRS2618456,SAMN07822156,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640402,GSE105774,GSM2827780,,7822156,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_8h,rel- relA+_dusk_0m,8h,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312494,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202578,SRP120955,PRJNA415380,415380,SRS2618457,SAMN07822155,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640403,GSE105774,GSM2827781,,7822155,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_12h,rel- relA+_dusk_0m,12h,2,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX359366,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001850,SRP030395,PRJNA221220,221220,SRS487002,SAMN02362680,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508543,GSE51112,GSM1238982,24315105,2362680,EOC113,wt,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,wt_24h,wt_24h,ZT = 24 hr,,EOC113,BG-11,CO2,,,aerobic,2 ug/mL spectinomycin and 5 ug/mL chloramphenicol,10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3, ,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359367,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001851,SRP030395,PRJNA221220,221220,SRS487001,SAMN02362695,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508544,GSE51112,GSM1238983,24315105,2362695,EOC113,wt,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,wt_28h,wt_24h,ZT = 28 hr,,EOC113,BG-11,CO2,,,aerobic,2 ug/mL spectinomycin and 5 ug/mL chloramphenicol,10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359368,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001852,SRP030395,PRJNA221220,221220,SRS487003,SAMN02362687,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508545,GSE51112,GSM1238984,24315105,2362687,EOC113,wt,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,wt_32h,wt_24h,ZT = 32 hr,,EOC113,BG-11,CO2,,,aerobic,2 ug/mL spectinomycin and 5 ug/mL chloramphenicol,10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359369,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001853,SRP030395,PRJNA221220,221220,SRS487004,SAMN02362681,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508546,GSE51112,GSM1238985,24315105,2362681,EOC113,wt,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,wt_36h,wt_24h,ZT = 36 hr,,EOC113,BG-11,CO2,,,aerobic,2 ug/mL spectinomycin and 5 ug/mL chloramphenicol,10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359370,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001854,SRP030395,PRJNA221220,221220,SRS487005,SAMN02362692,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508547,GSE51112,GSM1238986,24315105,2362692,EOC113,wt,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,wt_40h,wt_24h,ZT = 40 hr,,EOC113,BG-11,CO2,,,aerobic,2 ug/mL spectinomycin and 5 ug/mL chloramphenicol,10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359371,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001855,SRP030395,PRJNA221220,221220,SRS487006,SAMN02362691,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508548,GSE51112,GSM1238987,24315105,2362691,EOC113,wt,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,wt_44h,wt_24h,ZT = 44 hr,,EOC113,BG-11,CO2,,,aerobic,2 ug/mL spectinomycin and 5 ug/mL chloramphenicol,10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359372,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001856,SRP030395,PRJNA221220,221220,SRS487007,SAMN02362683,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508549,GSE51112,GSM1238988,24315105,2362683,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0h,wt_24h,0 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359373,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001857,SRP030395,PRJNA221220,221220,SRS487008,SAMN02362697,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508550,GSE51112,GSM1238989,24315105,2362697,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0.5h,wt_24h,0.5 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359374,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001858,SRP030395,PRJNA221220,221220,SRS487009,SAMN02362688,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508551,GSE51112,GSM1238990,24315105,2362688,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_2h,wt_24h,2hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359375,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001859,SRP030395,PRJNA221220,221220,SRS487010,SAMN02362682,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508552,GSE51112,GSM1238991,24315105,2362682,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_3h,wt_24h,3hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359376,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001860,SRP030395,PRJNA221220,221220,SRS487011,SAMN02362694,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508553,GSE51112,GSM1238992,24315105,2362694,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_6h,wt_24h,6hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359377,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001861,SRP030395,PRJNA221220,221220,SRS487012,SAMN02362686,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508554,GSE51112,GSM1238993,24315105,2362686,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_12h,wt_24h,12 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359378,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001862,SRP030395,PRJNA221220,221220,SRS487013,SAMN02362685,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508555,GSE51112,GSM1238994,24315105,2362685,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0h,wt_24h,0 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359379,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001863,SRP030395,PRJNA221220,221220,SRS487014,SAMN02362693,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508556,GSE51112,GSM1238995,24315105,2362693,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_0.5h,wt_24h,0.5 hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359380,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001864,SRP030395,PRJNA221220,221220,SRS487015,SAMN02362689,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508557,GSE51112,GSM1238996,24315105,2362689,EOC346,OX-D53E,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-D53E + IPTG_2h,wt_24h,2hr,,EOC346,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359381,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001865,SRP030395,PRJNA221220,221220,SRS487016,SAMN02362684,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508558,GSE51112,GSM1238997,24315105,2362684,EOC339,OX-Empty,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-Empty + IPTG_3h,wt_24h,3hr,,EOC339,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359382,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001866,SRP030395,PRJNA221220,221220,SRS487017,SAMN02362696,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508559,GSE51112,GSM1238998,24315105,2362696,EOC339,OX-Empty,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-Empty + IPTG_6h,wt_24h,6hr,,EOC339,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
SRX359383,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001867,SRP030395,PRJNA221220,221220,SRS487018,SAMN02362690,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508560,GSE51112,GSM1238999,24315105,2362690,EOC339,OX-Empty,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",RpaA-_KaiBC-,OX-Empty + IPTG_12h,wt_24h,12 hr,,EOC339,BG-11,CO2,,,aerobic,"2 ug/mL gentamycin, 5 ug/mL chloramphenicol, and 7.5 ug/mL kanamycin ",10 mM HEPES-KOH, 10mM HEPES,30 C,8,,2,12 hr,750,0.3,,100 _E m-2 s-1 (_moles photons m-2 s-1),"O'Shea, Molecular and Cellular Biology, Harvard Univ / Howard Hughes Medical Institut","Markson JS et al., ""Circadian control of global gene expression by the cyanobacterial master regulator RpaA."", Cell, 2013 Dec 5;155(6):1396-408",,True,True,True,True,,
