,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_replicate_corr,passed_similar_replicates
SRX3312464,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202548,SRP120955,PRJNA415380,415380,SRS2618426,SAMN07822184,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640373,7822184,GSE105774,GSM2827751,,,rel- relA+,,,True,True,True,True,True
SRX3312465,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202549,SRP120955,PRJNA415380,415380,SRS2618427,SAMN07822183,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640374,7822183,GSE105774,GSM2827752,,,rel- relA+,,,True,True,True,True,True
SRX3312466,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202550,SRP120955,PRJNA415380,415380,SRS2618428,SAMN07822182,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640375,7822182,GSE105774,GSM2827753,,,rel- relA+,,,True,True,True,True,True
SRX3312467,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202551,SRP120955,PRJNA415380,415380,SRS2618429,SAMN07822181,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640376,7822181,GSE105774,GSM2827754,,,rel- relA+,,,True,True,True,True,True
SRX3312468,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202552,SRP120955,PRJNA415380,415380,SRS2618430,SAMN07822180,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640377,7822180,GSE105774,GSM2827755,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312469,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202553,SRP120955,PRJNA415380,415380,SRS2618431,SAMN07822179,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640378,7822179,GSE105774,GSM2827756,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312470,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202554,SRP120955,PRJNA415380,415380,SRS2618432,SAMN07822177,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640379,7822177,GSE105774,GSM2827757,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312471,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202555,SRP120955,PRJNA415380,415380,SRS2618433,SAMN07822176,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640380,7822176,GSE105774,GSM2827758,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312472,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202556,SRP120955,PRJNA415380,415380,SRS2618434,SAMN07822175,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640381,7822175,GSE105774,GSM2827759,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312473,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202557,SRP120955,PRJNA415380,415380,SRS2618435,SAMN07822174,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640382,7822174,GSE105774,GSM2827760,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312474,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202558,SRP120955,PRJNA415380,415380,SRS2618436,SAMN07822173,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640383,7822173,GSE105774,GSM2827761,,,rel- relAE335Q,,,True,True,False,True,True
SRX3312475,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202559,SRP120955,PRJNA415380,415380,SRS2618437,SAMN07822190,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640384,7822190,GSE105774,GSM2827762,,,rel- relAE335Q,,,True,True,False,True,True
SRX3312476,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202560,SRP120955,PRJNA415380,415380,SRS2618438,SAMN07822172,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640385,7822172,GSE105774,GSM2827763,,,rel- relAE335Q,,,True,False,False,True,True
SRX3312477,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202561,SRP120955,PRJNA415380,415380,SRS2618439,SAMN07822178,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640386,7822178,GSE105774,GSM2827764,,,rel- relA+,,,True,True,True,True,True
SRX3312478,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202562,SRP120955,PRJNA415380,415380,SRS2618440,SAMN07822171,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640387,7822171,GSE105774,GSM2827765,,,rel- relA+,,,True,True,True,True,True
SRX3312479,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202563,SRP120955,PRJNA415380,415380,SRS2618441,SAMN07822170,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640388,7822170,GSE105774,GSM2827766,,,rel- relA+,,,True,True,True,True,True
SRX3312480,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202564,SRP120955,PRJNA415380,415380,SRS2618442,SAMN07822169,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640389,7822169,GSE105774,GSM2827767,,,rel- relA+,,,True,True,True,True,True
SRX3312481,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202565,SRP120955,PRJNA415380,415380,SRS2618443,SAMN07822168,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640390,7822168,GSE105774,GSM2827768,,,rel- relA+,,,True,True,True,True,True
SRX3312482,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202566,SRP120955,PRJNA415380,415380,SRS2618444,SAMN07822167,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640391,7822167,GSE105774,GSM2827769,,,rel- relA+,,,True,True,True,True,True
SRX3312483,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202567,SRP120955,PRJNA415380,415380,SRS2618445,SAMN07822166,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640392,7822166,GSE105774,GSM2827770,,,rel- relA+,,,True,True,True,True,True
SRX3312484,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202568,SRP120955,PRJNA415380,415380,SRS2618446,SAMN07822165,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640393,7822165,GSE105774,GSM2827771,,,rel- relA+,,,True,True,True,True,True
SRX3312485,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202569,SRP120955,PRJNA415380,415380,SRS2618447,SAMN07822164,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640394,7822164,GSE105774,GSM2827772,,,rel- relA+,,,True,True,True,True,True
SRX3312486,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202570,SRP120955,PRJNA415380,415380,SRS2618448,SAMN07822163,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640395,7822163,GSE105774,GSM2827773,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312487,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202571,SRP120955,PRJNA415380,415380,SRS2618449,SAMN07822162,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640396,7822162,GSE105774,GSM2827774,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312488,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202572,SRP120955,PRJNA415380,415380,SRS2618450,SAMN07822161,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640397,7822161,GSE105774,GSM2827775,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312489,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202573,SRP120955,PRJNA415380,415380,SRS2618451,SAMN07822160,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640398,7822160,GSE105774,GSM2827776,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312490,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202574,SRP120955,PRJNA415380,415380,SRS2618452,SAMN07822159,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640399,7822159,GSE105774,GSM2827777,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312491,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202575,SRP120955,PRJNA415380,415380,SRS2618454,SAMN07822158,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640400,7822158,GSE105774,GSM2827778,,,rel- relAE335Q,,,True,True,True,True,True
SRX3312492,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202576,SRP120955,PRJNA415380,415380,SRS2618455,SAMN07822157,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640401,7822157,GSE105774,GSM2827779,,,rel- relAE335Q,,,True,True,False,True,True
SRX3312493,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202577,SRP120955,PRJNA415380,415380,SRS2618456,SAMN07822156,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640402,7822156,GSE105774,GSM2827780,,,rel- relAE335Q,,,True,False,False,True,True
SRX3312494,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202578,SRP120955,PRJNA415380,415380,SRS2618457,SAMN07822155,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640403,7822155,GSE105774,GSM2827781,,,rel- relAE335Q,,,True,False,False,True,True
SRX359366,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001850,SRP030395,PRJNA221220,221220,SRS487002,SAMN02362680,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508543,2362680,GSE51112,GSM1238982,24315105,EOC113,,,,True,True,True,False,True
SRX359367,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001851,SRP030395,PRJNA221220,221220,SRS487001,SAMN02362695,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508544,2362695,GSE51112,GSM1238983,24315105,EOC113,,,,True,True,True,False,True
SRX359368,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001852,SRP030395,PRJNA221220,221220,SRS487003,SAMN02362687,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508545,2362687,GSE51112,GSM1238984,24315105,EOC113,,,,True,True,True,False,True
SRX359369,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001853,SRP030395,PRJNA221220,221220,SRS487004,SAMN02362681,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508546,2362681,GSE51112,GSM1238985,24315105,EOC113,,,,True,True,True,False,True
SRX359370,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001854,SRP030395,PRJNA221220,221220,SRS487005,SAMN02362692,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508547,2362692,GSE51112,GSM1238986,24315105,EOC113,,,,True,True,True,False,True
SRX359371,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001855,SRP030395,PRJNA221220,221220,SRS487006,SAMN02362691,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508548,2362691,GSE51112,GSM1238987,24315105,EOC113,,,,True,True,True,False,True
SRX359372,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001856,SRP030395,PRJNA221220,221220,SRS487007,SAMN02362683,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508549,2362683,GSE51112,GSM1238988,24315105,EOC346,,,,True,True,True,False,True
SRX359373,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001857,SRP030395,PRJNA221220,221220,SRS487008,SAMN02362697,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508550,2362697,GSE51112,GSM1238989,24315105,EOC346,,,,True,True,True,False,True
SRX359374,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001858,SRP030395,PRJNA221220,221220,SRS487009,SAMN02362688,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508551,2362688,GSE51112,GSM1238990,24315105,EOC346,,,,True,True,True,False,True
SRX359375,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001859,SRP030395,PRJNA221220,221220,SRS487010,SAMN02362682,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508552,2362682,GSE51112,GSM1238991,24315105,EOC346,,,,True,True,True,False,True
SRX359376,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001860,SRP030395,PRJNA221220,221220,SRS487011,SAMN02362694,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508553,2362694,GSE51112,GSM1238992,24315105,EOC346,,,,True,True,True,False,True
SRX359377,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001861,SRP030395,PRJNA221220,221220,SRS487012,SAMN02362686,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508554,2362686,GSE51112,GSM1238993,24315105,EOC346,,,,True,True,True,False,True
SRX359378,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001862,SRP030395,PRJNA221220,221220,SRS487013,SAMN02362685,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508555,2362685,GSE51112,GSM1238994,24315105,EOC346,,,,True,True,True,False,True
SRX359379,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001863,SRP030395,PRJNA221220,221220,SRS487014,SAMN02362693,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508556,2362693,GSE51112,GSM1238995,24315105,EOC346,,,,True,True,True,False,True
SRX359380,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001864,SRP030395,PRJNA221220,221220,SRS487015,SAMN02362689,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508557,2362689,GSE51112,GSM1238996,24315105,EOC346,,,,True,True,True,False,True
SRX359381,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001865,SRP030395,PRJNA221220,221220,SRS487016,SAMN02362684,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508558,2362684,GSE51112,GSM1238997,24315105,EOC339,,,,True,True,True,False,True
SRX359382,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001866,SRP030395,PRJNA221220,221220,SRS487017,SAMN02362696,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508559,2362696,GSE51112,GSM1238998,24315105,EOC339,,,,True,True,True,False,True
SRX359383,2013-12-04 16:41:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR1001867,SRP030395,PRJNA221220,221220,SRS487018,SAMN02362690,SRA103947,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,508560,2362690,GSE51112,GSM1238999,24315105,EOC339,,,,True,True,True,False,True
SRX4105497,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188773,SRP148555,PRJNA472248,472248,SRS3321322,SAMN09230269,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591058,9230269,GSE114693,GSM3147422,,,,,,True,True,True,True,True
SRX4105498,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188774,SRP148555,PRJNA472248,472248,SRS3321321,SAMN09230268,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591059,9230268,GSE114693,GSM3147423,,,,,,True,True,True,True,True
SRX4105499,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188775,SRP148555,PRJNA472248,472248,SRS3321323,SAMN09230267,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591060,9230267,GSE114693,GSM3147424,,,,,,True,True,True,True,True
SRX4105500,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188776,SRP148555,PRJNA472248,472248,SRS3321324,SAMN09230266,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591061,9230266,GSE114693,GSM3147425,,,,,,True,True,True,False,False
SRX4105501,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188777,SRP148555,PRJNA472248,472248,SRS3321325,SAMN09230265,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591062,9230265,GSE114693,GSM3147426,,,,,,True,True,True,True,True
SRX4105502,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188778,SRP148555,PRJNA472248,472248,SRS3321326,SAMN09230240,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591063,9230240,GSE114693,GSM3147427,,,,,,True,True,True,True,True
SRX4105503,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188779,SRP148555,PRJNA472248,472248,SRS3321327,SAMN09230239,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591064,9230239,GSE114693,GSM3147428,,,,,,True,True,True,True,True
SRX4105504,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188780,SRP148555,PRJNA472248,472248,SRS3321328,SAMN09230238,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591065,9230238,GSE114693,GSM3147429,,,,,,True,True,True,True,True
SRX4105505,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188781,SRP148555,PRJNA472248,472248,SRS3321329,SAMN09230237,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591066,9230237,GSE114693,GSM3147430,,,,,,True,True,True,True,True
SRX4105506,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188782,SRP148555,PRJNA472248,472248,SRS3321330,SAMN09230236,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591067,9230236,GSE114693,GSM3147431,,,,,,True,False,True,True,True
SRX4105507,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188783,SRP148555,PRJNA472248,472248,SRS3321331,SAMN09230235,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591068,9230235,GSE114693,GSM3147432,,,,,,True,False,True,True,True
SRX4105508,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188784,SRP148555,PRJNA472248,472248,SRS3321332,SAMN09230234,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591069,9230234,GSE114693,GSM3147433,,,,,,True,False,True,True,True
SRX4105509,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188785,SRP148555,PRJNA472248,472248,SRS3321333,SAMN09230233,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591070,9230233,GSE114693,GSM3147434,,,,,,True,True,True,True,True
SRX4105510,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188786,SRP148555,PRJNA472248,472248,SRS3321334,SAMN09230274,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591071,9230274,GSE114693,GSM3147435,,,,,,True,True,True,True,True
