,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,ref_condition,post_induction_time,replicate_id,sample,strain_description,media,carbon_ml/min,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment,post_entraintment_condition,OD_wavelength,OD,fluorescent light,light_flux_umol/m2s,light_flux_mol/m2s,light_intensity,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_global_correlation.1,Source,full_name,passed_similar_replicates
SRX3211304,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069377,SRP118803,PRJNA412032,412032,SRS2536066,SAMN07693163,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520053,7693163,GSE104203,GSM2792387,29239721,,,light,LL_dawn_0.5h,CD_dawn_06h,0.5h since dawn,1,light_LL_dawn_0.5h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_0.5h,True
SRX3211305,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069378,SRP118803,PRJNA412032,412032,SRS2536068,SAMN07693162,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520054,7693162,GSE104203,GSM2792388,29239721,,,light,LL_dawn_0.5h,CD_dawn_06h,0.5h since dawn,2,light_LL_dawn_0.5h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_0.5h,True
SRX3211306,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069379,SRP118803,PRJNA412032,412032,SRS2536067,SAMN07693161,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520055,7693161,GSE104203,GSM2792389,29239721,,,light,LL_dawn_02h,CD_dawn_06h,2h since dawn,1,light_LL_dawn_02h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_02h,True
SRX3211307,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069380,SRP118803,PRJNA412032,412032,SRS2536069,SAMN07693160,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520056,7693160,GSE104203,GSM2792390,29239721,,,light,LL_dawn_02h,CD_dawn_06h,2h since dawn,2,light_LL_dawn_02h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_02h,True
SRX3211308,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069381,SRP118803,PRJNA412032,412032,SRS2536071,SAMN07693159,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520057,7693159,GSE104203,GSM2792391,29239721,,,light,LL_dawn_04h,CD_dawn_06h,4h since dawn,1,light_LL_dawn_04h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_04h,True
SRX3211309,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069382,SRP118803,PRJNA412032,412032,SRS2536070,SAMN07693158,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520058,7693158,GSE104203,GSM2792392,29239721,,,light,LL_dawn_04h,CD_dawn_06h,4h since dawn,2,light_LL_dawn_04h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_04h,True
SRX3211310,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069383,SRP118803,PRJNA412032,412032,SRS2536072,SAMN07693157,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520059,7693157,GSE104203,GSM2792393,29239721,,,light,LL_dawn_06h,CD_dawn_06h,6h since dawn,1,light_LL_dawn_06h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_06h,True
SRX3211311,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069384,SRP118803,PRJNA412032,412032,SRS2536073,SAMN07693156,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520060,7693156,GSE104203,GSM2792394,29239721,,,light,LL_dawn_06h,CD_dawn_06h,6h since dawn,2,light_LL_dawn_06h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_06h,True
SRX3211312,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069385,SRP118803,PRJNA412032,412032,SRS2536074,SAMN07693215,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520061,7693215,GSE104203,GSM2792395,29239721,,,light,LL_dawn_08h,CD_dawn_06h,8h since dawn,1,light_LL_dawn_08h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_08h,True
SRX3211313,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069386,SRP118803,PRJNA412032,412032,SRS2536075,SAMN07693214,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520062,7693214,GSE104203,GSM2792396,29239721,,,light,LL_dawn_08h,CD_dawn_06h,8h since dawn,2,light_LL_dawn_08h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_08h,True
SRX3211314,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069387,SRP118803,PRJNA412032,412032,SRS2536076,SAMN07693213,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520063,7693213,GSE104203,GSM2792397,29239721,,,light,LL_dawn_09h,CD_dawn_06h,9h since dawn,1,light_LL_dawn_09h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_09h,True
SRX3211315,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069388,SRP118803,PRJNA412032,412032,SRS2536078,SAMN07693212,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520064,7693212,GSE104203,GSM2792398,29239721,,,light,LL_dawn_09h,CD_dawn_06h,9h since dawn,2,light_LL_dawn_09h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_09h,True
SRX3211316,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069389,SRP118803,PRJNA412032,412032,SRS2536077,SAMN07693211,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520065,7693211,GSE104203,GSM2792399,29239721,,,light,LL_dawn_10h,CD_dawn_06h,10h since dawn,1,light_LL_dawn_10h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_10h,True
SRX3211317,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069390,SRP118803,PRJNA412032,412032,SRS2536079,SAMN07693210,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520066,7693210,GSE104203,GSM2792400,29239721,,,light,LL_dawn_10h,CD_dawn_06h,10h since dawn,2,light_LL_dawn_10h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_10h,True
SRX3211318,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069391,SRP118803,PRJNA412032,412032,SRS2536080,SAMN07693209,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520067,7693209,GSE104203,GSM2792401,29239721,,,light,LL_dawn_12h,CD_dawn_06h,12h since dawn,1,light_LL_dawn_12h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_12h,True
SRX3211319,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069392,SRP118803,PRJNA412032,412032,SRS2536081,SAMN07693208,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520068,7693208,GSE104203,GSM2792402,29239721,,,light,LL_dawn_12h,CD_dawn_06h,12h since dawn,2,light_LL_dawn_12h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:LL_dawn_12h,True
SRX3211320,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069393,SRP118803,PRJNA412032,412032,SRS2536082,SAMN07693207,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520069,7693207,GSE104203,GSM2792403,29239721,,,light,CD_dawn_0.5h,CD_dawn_06h,0.5h since dawn,1,light_CD_dawn_0.5h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_0.5h,True
SRX3211321,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069394,SRP118803,PRJNA412032,412032,SRS2536083,SAMN07693205,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520070,7693205,GSE104203,GSM2792404,29239721,,,light,CD_dawn_0.5h,CD_dawn_06h,0.5h since dawn,2,light_CD_dawn_0.5h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_0.5h,True
SRX3211322,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069395,SRP118803,PRJNA412032,412032,SRS2536084,SAMN07693204,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520071,7693204,GSE104203,GSM2792405,29239721,,,light,CD_dawn_02h,CD_dawn_06h,2h since dawn,1,light_CD_dawn_02h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_02h,True
SRX3211323,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069396,SRP118803,PRJNA412032,412032,SRS2536085,SAMN07693203,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520072,7693203,GSE104203,GSM2792406,29239721,,,light,CD_dawn_02h,CD_dawn_06h,2h since dawn,2,light_CD_dawn_02h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_02h,True
SRX3211324,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069397,SRP118803,PRJNA412032,412032,SRS2536086,SAMN07693193,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520073,7693193,GSE104203,GSM2792407,29239721,,,light,CD_dawn_04h,CD_dawn_06h,4h since dawn,1,light_CD_dawn_04h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_04h,True
SRX3211325,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069398,SRP118803,PRJNA412032,412032,SRS2536087,SAMN07693192,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520074,7693192,GSE104203,GSM2792408,29239721,,,light,CD_dawn_04h,CD_dawn_06h,4h since dawn,2,light_CD_dawn_04h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_04h,True
SRX3211326,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069399,SRP118803,PRJNA412032,412032,SRS2536088,SAMN07693191,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520075,7693191,GSE104203,GSM2792409,29239721,,,light,CD_dawn_06h,CD_dawn_06h,6h since dawn,1,light_CD_dawn_06h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_06h,True
SRX3211327,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069400,SRP118803,PRJNA412032,412032,SRS2536089,SAMN07693190,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520076,7693190,GSE104203,GSM2792410,29239721,,,light,CD_dawn_06h,CD_dawn_06h,6h since dawn,2,light_CD_dawn_06h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_06h,True
SRX3211328,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069401,SRP118803,PRJNA412032,412032,SRS2536090,SAMN07693189,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520077,7693189,GSE104203,GSM2792411,29239721,,,light,CD_dawn_08h,CD_dawn_06h,8h since dawn,1,light_CD_dawn_08h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_08h,True
SRX3211329,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069402,SRP118803,PRJNA412032,412032,SRS2536091,SAMN07693188,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520078,7693188,GSE104203,GSM2792412,29239721,,,light,CD_dawn_08h,CD_dawn_06h,8h since dawn,2,light_CD_dawn_08h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_08h,True
SRX3211330,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069403,SRP118803,PRJNA412032,412032,SRS2536092,SAMN07693187,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520079,7693187,GSE104203,GSM2792413,29239721,,,light,CD_dawn_09h,CD_dawn_06h,9h since dawn,1,light_CD_dawn_09h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_09h,True
SRX3211331,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069404,SRP118803,PRJNA412032,412032,SRS2536093,SAMN07693186,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520080,7693186,GSE104203,GSM2792414,29239721,,,light,CD_dawn_09h,CD_dawn_06h,9h since dawn,2,light_CD_dawn_09h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_09h,True
SRX3211332,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069405,SRP118803,PRJNA412032,412032,SRS2536094,SAMN07693185,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520081,7693185,GSE104203,GSM2792415,29239721,,,light,CD_dawn_10h,CD_dawn_06h,10h since dawn,1,light_CD_dawn_10h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_10h,True
SRX3211333,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069406,SRP118803,PRJNA412032,412032,SRS2536095,SAMN07693184,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520082,7693184,GSE104203,GSM2792416,29239721,,,light,CD_dawn_10h,CD_dawn_06h,10h since dawn,2,light_CD_dawn_10h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_10h,True
SRX3211334,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069407,SRP118803,PRJNA412032,412032,SRS2536096,SAMN07693183,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520083,7693183,GSE104203,GSM2792417,29239721,,,light,CD_dawn_12h,CD_dawn_06h,12h since dawn,1,light_CD_dawn_12h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_12h,True
SRX3211335,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069408,SRP118803,PRJNA412032,412032,SRS2536097,SAMN07693182,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520084,7693182,GSE104203,GSM2792418,29239721,,,light,CD_dawn_12h,CD_dawn_06h,12h since dawn,2,light_CD_dawn_12h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:CD_dawn_12h,True
SRX3211336,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069409,SRP118803,PRJNA412032,412032,SRS2536098,SAMN07693181,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520085,7693181,GSE104203,GSM2792419,29239721,,,light,HP_0800h,CD_dawn_06h,"8h since dawn, Time 0",1,light_HP_0800h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0800h,True
SRX3211337,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069410,SRP118803,PRJNA412032,412032,SRS2536099,SAMN07693180,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520086,7693180,GSE104203,GSM2792420,29239721,,,light,HP_0800h,CD_dawn_06h,"8h since dawn, Time 0",2,light_HP_0800h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0800h,True
SRX3211338,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069411,SRP118803,PRJNA412032,412032,SRS2536100,SAMN07693179,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520087,7693179,GSE104203,GSM2792421,29239721,,,light,HP_0825h,CD_dawn_06h,"8.25h since dawn, Time 15 min",1,light_HP_0825h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0825h,True
SRX3211339,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069412,SRP118803,PRJNA412032,412032,SRS2536101,SAMN07693178,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520088,7693178,GSE104203,GSM2792422,29239721,,,light,HP_0825h,CD_dawn_06h,"9.25h since dawn, Time 15 min",2,light_HP_0825h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0825h,True
SRX3211340,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069413,SRP118803,PRJNA412032,412032,SRS2536102,SAMN07693177,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520089,7693177,GSE104203,GSM2792423,29239721,,,light,HP_0850h,CD_dawn_06h,"8.5h since dawn, Time 30 min",1,light_HP_0850h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0850h,True
SRX3211341,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069414,SRP118803,PRJNA412032,412032,SRS2536103,SAMN07693176,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520090,7693176,GSE104203,GSM2792424,29239721,,,light,HP_0850h,CD_dawn_06h,"8.5h since dawn, Time 30 min",2,light_HP_0850h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0850h,True
SRX3211342,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069415,SRP118803,PRJNA412032,412032,SRS2536104,SAMN07693175,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520091,7693175,GSE104203,GSM2792425,29239721,,,light,HP_0900h,CD_dawn_06h,"9h since dawn, time 60 min",1,light_HP_0900h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0900h,True
SRX3211343,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069419,SRP118803,PRJNA412032,412032,SRS2536105,SAMN07693171,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520092,7693171,GSE104203,GSM2792429,29239721,,,light,HP_0950h,CD_dawn_06h,"9.5h since dawn, Time 30 min return",1,light_HP_0950h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0950h,True
SRX3211344,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069420,SRP118803,PRJNA412032,412032,SRS2536106,SAMN07693170,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520093,7693170,GSE104203,GSM2792430,29239721,,,light,HP_0950h,CD_dawn_06h,"9.5h since dawn, Time 30 min return",2,light_HP_0950h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0950h,True
SRX3211345,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069421,SRP118803,PRJNA412032,412032,SRS2536107,SAMN07693169,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520094,7693169,GSE104203,GSM2792431,29239721,,,light,HP_10h,CD_dawn_06h,"10h since dawn, Time 60 min return",1,light_HP_10h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_10h,True
SRX3211346,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069422,SRP118803,PRJNA412032,412032,SRS2536108,SAMN07693168,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520095,7693168,GSE104203,GSM2792432,29239721,,,light,HP_10h,CD_dawn_06h,"10h since dawn, Time 60 min return",2,light_HP_10h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_10h,True
SRX3211347,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069423,SRP118803,PRJNA412032,412032,SRS2536110,SAMN07693167,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520096,7693167,GSE104203,GSM2792433,29239721,,,light,SP_0800h,CD_dawn_06h,"8h since dawn, Time 0",1,light_SP_0800h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0800h,True
SRX3211348,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069424,SRP118803,PRJNA412032,412032,SRS2536109,SAMN07693166,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520097,7693166,GSE104203,GSM2792434,29239721,,,light,SP_0800h,CD_dawn_06h,"8h since dawn, Time 0",2,light_SP_0800h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0800h,True
